-6.00000000e+00 -6.00000000e+00  8.06352519e-06
-6.00000000e+00 -5.94000000e+00  3.63594714e-06
-6.00000000e+00 -5.88000000e+00 -1.04986964e-06
-6.00000000e+00 -5.82000000e+00 -6.00090027e-06
-6.00000000e+00 -5.76000000e+00 -1.12240218e-05
-6.00000000e+00 -5.70000000e+00 -1.67259945e-05
-6.00000000e+00 -5.64000000e+00 -2.25134431e-05
-6.00000000e+00 -5.58000000e+00 -2.85928370e-05
-6.00000000e+00 -5.52000000e+00 -3.49704705e-05
-6.00000000e+00 -5.46000000e+00 -4.16524417e-05
-6.00000000e+00 -5.40000000e+00 -4.86446321e-05
-6.00000000e+00 -5.34000000e+00 -5.59526848e-05
-6.00000000e+00 -5.28000000e+00 -6.35819830e-05
-6.00000000e+00 -5.22000000e+00 -7.15376280e-05
-6.00000000e+00 -5.16000000e+00 -7.98244164e-05
-6.00000000e+00 -5.10000000e+00 -8.84468183e-05
-6.00000000e+00 -5.04000000e+00 -9.74089541e-05
-6.00000000e+00 -4.98000000e+00 -1.06714572e-04
-6.00000000e+00 -4.92000000e+00 -1.16367025e-04
-6.00000000e+00 -4.86000000e+00 -1.26369249e-04
-6.00000000e+00 -4.80000000e+00 -1.36723738e-04
-6.00000000e+00 -4.74000000e+00 -1.47432524e-04
-6.00000000e+00 -4.68000000e+00 -1.58497155e-04
-6.00000000e+00 -4.62000000e+00 -1.69918669e-04
-6.00000000e+00 -4.56000000e+00 -1.81697578e-04
-6.00000000e+00 -4.50000000e+00 -1.93833845e-04
-6.00000000e+00 -4.44000000e+00 -2.06326859e-04
-6.00000000e+00 -4.38000000e+00 -2.19175425e-04
-6.00000000e+00 -4.32000000e+00 -2.32377736e-04
-6.00000000e+00 -4.26000000e+00 -2.45931358e-04
-6.00000000e+00 -4.20000000e+00 -2.59833216e-04
-6.00000000e+00 -4.14000000e+00 -2.74079573e-04
-6.00000000e+00 -4.08000000e+00 -2.88666017e-04
-6.00000000e+00 -4.02000000e+00 -3.03587450e-04
-6.00000000e+00 -3.96000000e+00 -3.18838070e-04
-6.00000000e+00 -3.90000000e+00 -3.34411365e-04
-6.00000000e+00 -3.84000000e+00 -3.50300103e-04
-6.00000000e+00 -3.78000000e+00 -3.66496321e-04
-6.00000000e+00 -3.72000000e+00 -3.82991323e-04
-6.00000000e+00 -3.66000000e+00 -3.99775672e-04
-6.00000000e+00 -3.60000000e+00 -4.16839191e-04
-6.00000000e+00 -3.54000000e+00 -4.34170962e-04
-6.00000000e+00 -3.48000000e+00 -4.51759325e-04
-6.00000000e+00 -3.42000000e+00 -4.69591886e-04
-6.00000000e+00 -3.36000000e+00 -4.87655517e-04
-6.00000000e+00 -3.30000000e+00 -5.05936372e-04
-6.00000000e+00 -3.24000000e+00 -5.24419890e-04
-6.00000000e+00 -3.18000000e+00 -5.43090812e-04
-6.00000000e+00 -3.12000000e+00 -5.61933195e-04
-6.00000000e+00 -3.06000000e+00 -5.80930429e-04
-6.00000000e+00 -3.00000000e+00 -6.00065255e-04
-6.00000000e+00 -2.94000000e+00 -6.19319789e-04
-6.00000000e+00 -2.88000000e+00 -6.38675548e-04
-6.00000000e+00 -2.82000000e+00 -6.58113470e-04
-6.00000000e+00 -2.76000000e+00 -6.77613949e-04
-6.00000000e+00 -2.70000000e+00 -6.97156863e-04
-6.00000000e+00 -2.64000000e+00 -7.16721605e-04
-6.00000000e+00 -2.58000000e+00 -7.36287121e-04
-6.00000000e+00 -2.52000000e+00 -7.55831945e-04
-6.00000000e+00 -2.46000000e+00 -7.75334237e-04
-6.00000000e+00 -2.40000000e+00 -7.94771825e-04
-6.00000000e+00 -2.34000000e+00 -8.14122241e-04
-6.00000000e+00 -2.28000000e+00 -8.33362772e-04
-6.00000000e+00 -2.22000000e+00 -8.52470499e-04
-6.00000000e+00 -2.16000000e+00 -8.71422341e-04
-6.00000000e+00 -2.10000000e+00 -8.90195106e-04
-6.00000000e+00 -2.04000000e+00 -9.08765534e-04
-6.00000000e+00 -1.98000000e+00 -9.27110346e-04
-6.00000000e+00 -1.92000000e+00 -9.45206292e-04
-6.00000000e+00 -1.86000000e+00 -9.63030199e-04
-6.00000000e+00 -1.80000000e+00 -9.80559020e-04
-6.00000000e+00 -1.74000000e+00 -9.97769881e-04
-6.00000000e+00 -1.68000000e+00 -1.01464013e-03
-6.00000000e+00 -1.62000000e+00 -1.03114739e-03
-6.00000000e+00 -1.56000000e+00 -1.04726959e-03
-6.00000000e+00 -1.50000000e+00 -1.06298503e-03
-6.00000000e+00 -1.44000000e+00 -1.07827242e-03
-6.00000000e+00 -1.38000000e+00 -1.09311093e-03
-6.00000000e+00 -1.32000000e+00 -1.10748020e-03
-6.00000000e+00 -1.26000000e+00 -1.12136044e-03
-6.00000000e+00 -1.20000000e+00 -1.13473244e-03
-6.00000000e+00 -1.14000000e+00 -1.14757758e-03
-6.00000000e+00 -1.08000000e+00 -1.15987794e-03
-6.00000000e+00 -1.02000000e+00 -1.17161627e-03
-6.00000000e+00 -9.60000000e-01 -1.18277606e-03
-6.00000000e+00 -9.00000000e-01 -1.19334155e-03
-6.00000000e+00 -8.40000000e-01 -1.20329780e-03
-6.00000000e+00 -7.80000000e-01 -1.21263067e-03
-6.00000000e+00 -7.20000000e-01 -1.22132689e-03
-6.00000000e+00 -6.60000000e-01 -1.22937407e-03
-6.00000000e+00 -6.00000000e-01 -1.23676071e-03
