          19
         116
  0.11620587E+02  0.00000000E+00  0.75372422E+00  0.00000000E+00
  0.12384364E+02  0.00000000E+00  0.77373986E+00  0.00000000E+00
  0.13167882E+02  0.00000000E+00  0.79320241E+00  0.00000000E+00
  0.13970580E+02  0.00000000E+00  0.81209797E+00  0.00000000E+00
  0.14791884E+02  0.00000000E+00  0.83041302E+00  0.00000000E+00
  0.15631208E+02  0.00000000E+00  0.84813447E+00  0.00000000E+00
  0.16487951E+02  0.00000000E+00  0.86524966E+00  0.00000000E+00
  0.17361501E+02  0.00000000E+00  0.88174635E+00  0.00000000E+00
  0.18251234E+02  0.00000000E+00  0.89761274E+00  0.00000000E+00
  0.19156513E+02  0.00000000E+00  0.91283751E+00  0.00000000E+00
  0.20076691E+02  0.00000000E+00  0.92740975E+00  0.00000000E+00
  0.21011111E+02  0.00000000E+00  0.94131906E+00  0.00000000E+00
  0.21959105E+02  0.00000000E+00  0.95455550E+00  0.00000000E+00
  0.22919995E+02  0.00000000E+00  0.96710960E+00  0.00000000E+00
  0.23893094E+02  0.00000000E+00  0.97897238E+00  0.00000000E+00
  0.24877707E+02  0.00000000E+00  0.99013538E+00  0.00000000E+00
  0.25873129E+02  0.00000000E+00  0.10005906E+01  0.00000000E+00
  0.26878649E+02  0.00000000E+00  0.10103306E+01  0.00000000E+00
  0.27893549E+02  0.00000000E+00  0.10193484E+01  0.00000000E+00
  0.28917103E+02  0.00000000E+00  0.10276375E+01  0.00000000E+00
  0.29948579E+02  0.00000000E+00  0.10351920E+01  0.00000000E+00
  0.30987240E+02  0.00000000E+00  0.10420066E+01  0.00000000E+00
  0.32032344E+02  0.00000000E+00  0.10480763E+01  0.00000000E+00
  0.33083143E+02  0.00000000E+00  0.10533968E+01  0.00000000E+00
  0.34138887E+02  0.00000000E+00  0.10579644E+01  0.00000000E+00
  0.35198820E+02  0.00000000E+00  0.10617756E+01  0.00000000E+00
  0.36262185E+02  0.00000000E+00  0.10648279E+01  0.00000000E+00
  0.37328222E+02  0.00000000E+00  0.10671191E+01  0.00000000E+00
  0.38396169E+02  0.00000000E+00  0.10686474E+01  0.00000000E+00
  0.39465262E+02  0.00000000E+00  0.10694118E+01  0.00000000E+00
  0.40534738E+02  0.00000000E+00  0.10694118E+01  0.00000000E+00
  0.41603831E+02  0.00000000E+00  0.10686474E+01  0.00000000E+00
  0.42671778E+02  0.00000000E+00  0.10671191E+01  0.00000000E+00
  0.43737815E+02  0.00000000E+00  0.10648279E+01  0.00000000E+00
  0.44801180E+02  0.00000000E+00  0.10617756E+01  0.00000000E+00
  0.45861113E+02  0.00000000E+00  0.10579644E+01  0.00000000E+00
  0.46916857E+02  0.00000000E+00  0.10533968E+01  0.00000000E+00
  0.47967656E+02  0.00000000E+00  0.10480763E+01  0.00000000E+00
  0.49012760E+02  0.00000000E+00  0.10420066E+01  0.00000000E+00
  0.50051421E+02  0.00000000E+00  0.10351920E+01  0.00000000E+00
  0.51082897E+02  0.00000000E+00  0.10276375E+01  0.00000000E+00
  0.52106451E+02  0.00000000E+00  0.10193484E+01  0.00000000E+00
  0.53121351E+02  0.00000000E+00  0.10103306E+01  0.00000000E+00
  0.54126871E+02  0.00000000E+00  0.10005906E+01  0.00000000E+00
  0.55122293E+02  0.00000000E+00  0.99013538E+00  0.00000000E+00
  0.56106906E+02  0.00000000E+00  0.97897238E+00  0.00000000E+00
  0.57080005E+02  0.00000000E+00  0.96710960E+00  0.00000000E+00
  0.58040895E+02  0.00000000E+00  0.95455550E+00  0.00000000E+00
  0.58988889E+02  0.00000000E+00  0.94131906E+00  0.00000000E+00
  0.59923309E+02  0.00000000E+00  0.92740975E+00  0.00000000E+00
  0.60843487E+02  0.00000000E+00  0.91283751E+00  0.00000000E+00
  0.61748766E+02  0.00000000E+00  0.89761274E+00  0.00000000E+00
  0.62638499E+02  0.00000000E+00  0.88174635E+00  0.00000000E+00
  0.63512049E+02  0.00000000E+00  0.86524966E+00  0.00000000E+00
  0.64368792E+02  0.00000000E+00  0.84813447E+00  0.00000000E+00
  0.65208116E+02  0.00000000E+00  0.83041302E+00  0.00000000E+00
  0.66029420E+02  0.00000000E+00  0.81209797E+00  0.00000000E+00
  0.66832118E+02  0.00000000E+00  0.79320241E+00  0.00000000E+00
  0.67615636E+02  0.00000000E+00  0.77373986E+00  0.00000000E+00
  0.68379413E+02  0.00000000E+00  0.75372422E+00  0.00000000E+00
  0.69122905E+02  0.00000000E+00  0.73316979E+00  0.00000000E+00
  0.69845578E+02  0.00000000E+00  0.71209129E+00  0.00000000E+00
  0.70546918E+02  0.00000000E+00  0.69050376E+00  0.00000000E+00
  0.71226421E+02  0.00000000E+00  0.66842265E+00  0.00000000E+00
  0.71883604E+02  0.00000000E+00  0.64586373E+00  0.00000000E+00
  0.72517995E+02  0.00000000E+00  0.62284314E+00  0.00000000E+00
  0.73129141E+02  0.00000000E+00  0.59937732E+00  0.00000000E+00
  0.73716607E+02  0.00000000E+00  0.57548305E+00  0.00000000E+00
  0.74279970E+02  0.00000000E+00  0.55117742E+00  0.00000000E+00
  0.74818830E+02  0.00000000E+00  0.52647779E+00  0.00000000E+00
  0.75332801E+02  0.00000000E+00  0.50140182E+00  0.00000000E+00
  0.75821514E+02  0.00000000E+00  0.47596744E+00  0.00000000E+00
  0.76284622E+02  0.00000000E+00  0.45019283E+00  0.00000000E+00
  0.76721793E+02  0.00000000E+00  0.42409641E+00  0.00000000E+00
  0.77132714E+02  0.00000000E+00  0.39769683E+00  0.00000000E+00
  0.77517092E+02  0.00000000E+00  0.37101297E+00  0.00000000E+00
  0.77874651E+02  0.00000000E+00  0.34406390E+00  0.00000000E+00
  0.78205137E+02  0.00000000E+00  0.31686889E+00  0.00000000E+00
  0.78508314E+02  0.00000000E+00  0.28944736E+00  0.00000000E+00
  0.78783963E+02  0.00000000E+00  0.26181893E+00  0.00000000E+00
  0.79031889E+02  0.00000000E+00  0.23400333E+00  0.00000000E+00
  0.79251914E+02  0.00000000E+00  0.20602044E+00  0.00000000E+00
  0.79443881E+02  0.00000000E+00  0.17789025E+00  0.00000000E+00
  0.79607652E+02  0.00000000E+00  0.14963283E+00  0.00000000E+00
  0.79743111E+02  0.00000000E+00  0.12126828E+00  0.00000000E+00
  0.79850160E+02  0.00000000E+00  0.92816526E-01  0.00000000E+00
  0.79928721E+02  0.00000000E+00  0.64296372E-01  0.00000000E+00
  0.79978733E+02  0.00000000E+00  0.35715257E-01  0.00000000E+00
