          19
         116
  0.21267086E-01  0.00000000E+00  0.35715257E-01  0.00000000E+00
  0.71278917E-01  0.00000000E+00  0.64296372E-01  0.00000000E+00
  0.14984038E+00  0.00000000E+00  0.92816526E-01  0.00000000E+00
  0.25688923E+00  0.00000000E+00  0.12126828E+00  0.00000000E+00
  0.39234787E+00  0.00000000E+00  0.14963283E+00  0.00000000E+00
  0.55611918E+00  0.00000000E+00  0.17789025E+00  0.00000000E+00
  0.74808597E+00  0.00000000E+00  0.20602044E+00  0.00000000E+00
  0.96811096E+00  0.00000000E+00  0.23400333E+00  0.00000000E+00
  0.12160369E+01  0.00000000E+00  0.26181893E+00  0.00000000E+00
  0.14916864E+01  0.00000000E+00  0.28944736E+00  0.00000000E+00
  0.17948626E+01  0.00000000E+00  0.31686889E+00  0.00000000E+00
  0.21253487E+01  0.00000000E+00  0.34406390E+00  0.00000000E+00
  0.24829084E+01  0.00000000E+00  0.37101297E+00  0.00000000E+00
  0.28672862E+01  0.00000000E+00  0.39769683E+00  0.00000000E+00
  0.32782073E+01  0.00000000E+00  0.42409641E+00  0.00000000E+00
  0.37153780E+01  0.00000000E+00  0.45019283E+00  0.00000000E+00
  0.41784857E+01  0.00000000E+00  0.47596744E+00  0.00000000E+00
  0.46671995E+01  0.00000000E+00  0.50140182E+00  0.00000000E+00
  0.51811699E+01  0.00000000E+00  0.52647779E+00  0.00000000E+00
  0.57200296E+01  0.00000000E+00  0.55117742E+00  0.00000000E+00
  0.62833934E+01  0.00000000E+00  0.57548305E+00  0.00000000E+00
  0.68708586E+01  0.00000000E+00  0.59937732E+00  0.00000000E+00
  0.74820052E+01  0.00000000E+00  0.62284314E+00  0.00000000E+00
  0.81163965E+01  0.00000000E+00  0.64586373E+00  0.00000000E+00
  0.87735788E+01  0.00000000E+00  0.66842265E+00  0.00000000E+00
  0.94530825E+01  0.00000000E+00  0.69050376E+00  0.00000000E+00
  0.10154422E+02  0.00000000E+00  0.71209129E+00  0.00000000E+00
  0.10877095E+02  0.00000000E+00  0.73316979E+00  0.00000000E+00
